IDLink,SentimentTitle,SentimentHeadline
xmvcEbByYF,0.148573791,-0.109811597
v1r5eKeYAw,-0.13390992,0.07195747
bkGsC1cLjR,-0.229596503,-0.164229471
6Sb6avZ6LJ,-0.155135598,-0.084396223
AyMlXp4k6X,-0.005414829,0.028598071
eIrBgejKrb,0.080589788,-0.049083067
hqsXs9XO52,-0.006790568,0.092355384
4DW7saboEb,0.072950372,-0.081378802
9UWYGo0CBt,0.255533985,-0.078269793
7t2fhuplhY,0.024786099,0.03998665
MRnnH6wElG,0.0548993,-0.016419629
p70XIiWa9q,0.040442457,0.218835259
5uIYrZEliN,0.040442457,0.255418667
5ujt3s2t2l,0.057911365,-0.00248691
acOhLf5KCU,0.025831669,-0.009547141
07ZF3SjIKE,-0.139315932,0.092638896
d4OsZONiol,0.014924421,-0.040315409
71Ysi9BvEm,-0.031521354,0.103808198
EmD8OPZ4w6,-0.10592656,-0.079170618
PqAFr7NXGq,0.010132169,-0.060327268
IqBUfpGAGx,0.034341381,-0.003765135
l4dEHnTLpO,-0.046663287,-0.048551284
zVl0RvuMGr,0.027337047,-0.007024081
6gyhLacC3e,0.08423593,-0.010226614
lHM77wyvBy,-0.005581142,-0.062820888
MbAJglfsJ0,-0.066235479,-0.093704006
FE5KGnLv9n,-0.075062894,-0.047649786
83zwQeUHWy,0.035206111,-0.002872377
ZESF2CHNeK,0.191828285,-0.111433901
NuIfKbvT03,0.014506085,-0.04689325
Zryekf2H4e,0.014506085,-0.083476658
8qLd9CpxRO,0.40138399,-0.150387208
k0lUUmOIvp,-0.0424706,0.038875466
pLvY6RjY6s,0.226490875,0.036460452
vAIRuQYemT,-0.011561256,0.037440934
Kq28VU5y62,-0.017161937,0.008310612
eltfpp14pn,0.015236977,-0.095993485
ZwcSSJWCZD,-0.256280745,-0.174508591
FRUWQpvB7d,-0.181907869,-0.005116668
PJAqMDRLq1,-0.154884769,-0.106807306
RYMFrKqQyA,0.159068008,-0.055711781
RBJ0geiSN1,0.003084638,0.056246302
OLowqDltHH,0.113337917,0.3354685
exn6WVplzo,-0.015231031,0.032378884
Jh2iBUVmcH,0.006202667,0.009302592
tEH8G70Wyu,0.107941373,0.304021373
o80zfQpP6p,0.010540406,0.116138359
if87CXBF0p,0.01293231,-0.021584973
VANoXcO2fj,0.136981965,-0.074441781
giNBMxA63g,-0.003737166,0.003769404
YvA8z02VFI,0.109789494,0.29554293
J1dxHcEn5r,0.00035624,-0.00196063
BZl93kfUjg,0.106203953,-0.192109274
WdgUtmlCeW,-0.055316078,-0.011152843
Abc9Z446I6,0.074172983,0.085784957
XhPvis2FzO,-0.003438139,-0.035474405
ZGW9xl8Wat,-0.044038978,-0.084727858
iMUZnuhUsz,-0.05974273,0.061592276
1RJcktn19M,-0.027165026,-0.075016384
UFeXpkkGlQ,0.007469113,-0.074284228
Lx0CAjq6Za,-0.044698104,-0.103246481
Ap1qtfdjOO,-0.044705771,-0.052183295
CLsrDnpPYT,0.40138399,-0.205082405
n5URdEKs1C,-0.090803522,-0.073468647
Z48GexOWvF,-0.060234788,-0.013834664
uVuam6cn6t,-0.02919634,-0.061065488
TYQstyvLKS,-0.10306121,0.002529951
KpLOAFI7fC,-0.109827986,0.062497688
5qNO4VXw4S,-0.109827986,0.064930166
Vao6jIOE5O,-0.006634953,0.128355122
Z93XJAY6jz,-0.042169669,0.118539019
tYUROCBTdP,0.019725857,0.009853978
VgJ98H3qRC,-0.145451266,0.035228512
eJXNNy91tb,0.003879446,-0.138858259
A0moX4ObZA,-0.013004529,0.111372956
jUDt67cywh,0.016803836,-0.064220075
AMb5GBS1Ml,-0.013235466,0.071112067
ryk6UNHqd1,0.205186564,-0.005608632
3FjI64SgRg,0.05376245,-0.07751754
s8a8Zn6UQB,0.017011564,-0.051466005
cw9RJNmCce,-0.011267882,0.009665998
ttNgZE5J1w,0.074277277,-0.033808751
GYMLoJMiE5,0.044772642,-0.058603028
aotjhwL63O,0.061645335,-0.009125646
kEt5CIiifD,-0.029904883,-0.007173301
FAhmNyLMnc,0.035016073,0.073644392
XyJHk3QNrB,0.010871167,-0.070773377
tI0klXVWAI,-0.220149882,-0.12092031
k2qGoXMqM5,-0.023102023,-0.001677842
GM2a0XBZQn,0.032591545,-0.028887463
ciDNNyRJg5,0.005144096,-0.009906859
6eDlCBnZ3Y,0.004536404,-0.059598351
1WI4quOV3c,-0.050828175,-0.075784989
lvgW8hM8ky,0.001882246,0.054693337
v6LvLRJDyI,0.093018675,-0.055891756
0K7jf4qrcO,0.012280244,-0.064687658
RYbhGaEZcv,-0.069887483,0.029327098
3ulprf5cDv,-0.005565369,-0.158652267
kFnkqfv0YK,-0.075584931,-0.188227063
DxJYsQY7mT,-0.212744489,-0.120751558
ULsjrTPdem,-0.000242641,-0.018319068
rZEeUow6OZ,0.007731261,-0.035812158
7f1Xu2FFMB,0.040442457,0.218835259
30jMZgQqM2,0.014843641,-0.031747178
C3Yp9nsbfj,-0.005486914,0.00830833
WSVJi8BTIT,-0.005856516,0.017965703
rSL8CciAh1,-0.014870584,0.031321056
XeL3It7DeU,-0.095889766,-0.004718377
LyDAU8ThSC,-0.003443272,-0.216697956
zt6sNk02su,-0.050780318,-0.007694376
mST2U6QUuw,-0.084741847,-0.100691879
SmCadJKzHH,-0.01303074,-0.062801494
XtffUcwUId,-0.113238831,-0.109095196
NbpMcjKJzN,-0.010812972,-0.02466644
vKjyqH4AmV,-0.02438376,-0.02466644
QuOa9YC2Sl,0.006409658,-0.043215976
xWS87S6Knf,-0.003104103,0.128213706
cNUwowrkw7,0.106506892,-0.031644468
gWnhUOwCBJ,0.003334134,0.075877638
VimFETyIWX,0.01655025,-0.002930166
29PT3LDYVk,-0.177898623,-0.108437964
0UVrKL9bzA,-0.047086224,-0.009231902
hHm2HhDWTK,0.044156286,-0.045778383
Cr6HhyoBcJ,-0.236408319,-0.012718865
kp0dICVgPB,0.145507253,-0.204412773
mZFqUdWg9O,0.152261288,0.07293173
BrwpDIv6UO,-0.069266664,-0.07714587
C35qhZxNS5,0.058581692,0.023696311
HNlc9Euki8,0.004099779,0.023529154
tTexNvnJLS,0.037302819,-0.077078036
WJsFp1nErr,0.008954752,-0.176256102
em9uGtpnMW,-0.027448244,-0.023317246
QEOXgpltu5,-0.227674797,0.059858865
l8CqEiYmtJ,-0.025638663,-0.066291634
3lgALMjWPJ,-0.013695937,0.224669202
8VEJiCSpYx,-0.117773725,-0.008925879
0KbfecpxUn,-0.028207398,-0.059269534
UJYTUiXD4S,-0.158257861,0.025229561
qVkGr6CakK,-0.010152822,-0.036819139
cMaT8vcb0M,0.013671654,-0.149374677
EAcCxZSI9M,-0.104349673,-0.15914848
ptgc9KP7AS,-0.000405414,-0.085978552
4Dg3QGysxM,-0.177196659,-0.090125129
NQCAhfJ6ql,0.001933587,-0.043378316
vxXclTH1UG,-0.120174387,0.030007002
L3qvJsaA5B,0.036056557,-0.088827041
r4LSwys01V,-0.122390854,-0.057348075
O1jo1ZQktm,-0.137914022,0.045580049
7ViuI75bvM,0.078545461,0.063285402
Bmqis0JIYA,-0.000977517,-0.019801939
xTUcpIHsw4,0.011337321,-0.081950977
5vkXaAiqaJ,-0.118396624,-0.101269501
Al2yWgfH0O,-0.057599059,0.000100878
jVKjYMr14H,0.017513041,-0.081860271
U0x4qtWzUv,-0.106828498,-0.111870953
Uv9X9uA8uu,0.380586608,-0.141908764
qoRWyOe0sp,-0.117182329,-0.009531302
FceqluId3h,-0.094849351,0.142100763
BWVAvvjOr3,-0.11875288,-0.049343479
qUsNl5VpGo,0.146576161,-0.107189397
L6zaCrvfCo,0.028188622,0.021847697
NmOTGJgLvs,0.019520456,-0.088150982
TWAFMIMYnM,-0.063471033,-0.002545726
esC2MAeWoE,-0.012718728,-0.000298738
snPeOAOcsI,-0.078318507,0.047719998
k28nwyx3KU,0.129474457,0.017077185
CMGADDRwIY,0.004997854,0.184070198
DN5HLKdM0d,-0.048395386,0.002384243
MGVnihO5dp,0.06615399,-0.015685587
dm6T5ScGuu,0.07863335,0.020209585
TbdBkpN1x5,0.011446202,-0.012221833
wnJzbusNdY,0.084658593,-0.178515454
obrzpx8kCC,0.000523813,-0.030114077
FjJJO23bvc,-0.031711184,-0.006632171
UMspt052yn,-0.011423055,-0.025006301
H5TsWGAoCC,0.041503552,-0.145935088
TMgrs2Zuok,-0.06757324,0.078580284
lDYA5T4wGT,0.108067053,-0.118017202
Cm4cI647Kb,0.04981293,-0.018747819
1cRRn1Vfxt,0.116610137,0.281229811
1n1CFIDv43,0.005849638,-0.035589492
ahu0rMscWy,0.011520219,0.007417018
1TPYNFQUZR,-0.015114271,-0.137353217
3JucVKCVzH,0.110831465,0.304021373
MYtWcmROZR,-0.006592758,-0.001222289
tjPlfpCaQq,0.103434142,-0.041429656
uteMHnLUUx,-0.020471737,-0.07554946
FO0TvQmpH0,-0.182347515,-0.064962868
MATlRhqppP,0.109239216,-0.164709469
RuhWKeYohp,0.002176971,0.01602267
xogxTKqgFb,-0.000734134,-0.084408034
sp2HKY9yjC,0.130567918,-0.026974201
uQQ5O5dxDR,-0.046798861,0.015439244
q7eYoK2zeJ,-0.05248035,0.16976208
Od3bb3IoyT,0.014947555,-0.065119003
h4Xx5up1Po,-0.12840187,0.130965973
WG6b2W39mW,0.012619182,-0.004509294
UM24uA15av,0.018373084,0.093919282
OVOmQTGonD,0.004703811,-0.015602179
mauEr7MaM0,0.110831465,0.304021373
RtA8ba37ux,0.143107493,-0.089840414
moVYArZmPz,-0.002249279,-0.019872518
qHwmfNGiDp,0.002491545,-0.076851348
X7o2spqRop,-0.164988837,-0.020560738
vRqqz8Bc6r,-0.016967791,-0.006925668
2DgdpJeCA6,0.099316964,-0.028898276
HllizGBoYv,0.160592498,-0.050705469
wLCsAhdPkL,-0.081097161,-0.047649786
pE3hIIkM8g,0.224791828,-0.204140171
vF08QqIeEE,-0.072777278,0.026345301
joTKuZmGgc,0.026879281,-0.056155769
btQ25LYQIO,-0.018872556,0.072377155
mWCafGZZIQ,0.017925635,0.014934704
MuS2YdqqhF,-0.004045263,0.046664041
OOR6iXo07u,0.024153264,0.005294323
B5EOekiXXH,-0.016229878,0.030362759
MIDj0at8KN,0.08745279,0.29383721
bZjqNkKYag,-0.004541965,-0.025557957
u38jusEp3s,0.031107779,-0.021766747
yYiv2KqRJQ,-0.162640492,-0.046374915
ujFK6JS6Tp,-0.063385368,-0.045614821
eI555zJxVO,0.081291654,-0.038603731
gmqrBdp3nu,0.069963844,0.078898978
iY9uBYosGI,-0.000209062,-0.014471068
grv2I0ZRTp,0.119649411,0.039489526
txcYpjlQzL,0.019737889,-0.011467115
MUKbz9Ik0t,-0.150757536,-0.059375375
sG7dJGolbT,0.015584536,-0.014868713
hE3YEyw4of,-0.074219463,-0.019801939
4Aznrkbow9,-0.067951253,-0.145293927
8x3dDO52PT,-0.030132624,0.021076576
otjp99tyaJ,-0.246525425,-0.068780611
gsX2fmlqyT,0.007707061,-0.023064278
mD8dEpjDTW,0.000277072,-0.05034821
iwrpcDDBnE,0.013317826,-0.062777475
Lt4kmdafUM,0.000170236,0.002186104
qG7hfuklt9,-0.149392009,0.02269381
or5R7T3XCM,-0.023059131,-0.082229406
Dru28betBC,-0.10140627,0.100006342
RTm2OMlliC,0.285516449,-0.147623488
tXaqrgklYx,-0.017693813,0.100530455
zuLk1KJGdz,0.083618341,0.207359257
mNeySYnsgq,-0.059486904,0.10873468
8AaHk6pE0L,-0.006568108,-0.010911407
sRLp9IKizi,-0.001246244,-0.020560738
zJmq2gcvHX,-0.021661975,0.054181603
A59LoSnqN7,0.04278543,-0.088818219
WdOJGUnMue,-0.04172293,-0.058106874
TXc5Sm188p,-0.021661975,0.017598194
ludjLRVJ9v,-0.035021849,0.013382413
rH1MPzEPLt,0.036711328,-0.007519353
3ZYIjI4DsH,0.160358246,0.116748908
WrbZacViiE,0.116988005,-0.006314457
oyEOkP4EYd,-0.094777489,-0.055875657
uL1xrc7AUX,0.010871167,-0.070773377
SAxPGqZWpP,-0.077241511,-0.060086718
W6nmJW0XZj,0.030099909,-0.0431074
SBewSQHhkk,-0.005862537,-0.219965619
9b23PBuZds,-0.021661975,0.017598194
4kskmPsYJj,-0.021661975,0.017598194
aJBc65n8Cf,-0.067132061,0.039474268
CCJ4wGQWy1,-0.090223665,-0.116601402
A7oNTwjwIR,-0.167212261,0.079853651
cwawCq54O1,0.084947315,0.084054221
ge12eSE49A,0.083524741,0.075567876
481lTUrCXr,-0.234293562,-0.119581108
jKomp4wENe,-0.044755916,-0.087550934
ZcHOy2thVm,0.01406177,-0.195054098
ZBHGCGMNQR,-0.19833557,0.05138755
n1BsQ7PndL,-0.128619393,0.185825314
R99IpU7RBd,0.051338562,0.002399628
jjISzlWQiJ,0.006394413,0.12581797
IFehSTo7kw,-0.021195443,0.079431454
QBg6zRB3af,0.012822533,-0.004770774
sefOXRo6gh,0.005294889,-0.035325061
J3F81fugwr,0.182183499,0.01685924
sRbc8cf4Hy,0.001933587,-0.007449736
yYK2pmHGF1,0.020173221,0.046189179
cIgrcx5UP1,-0.122341157,0.023274539
2t3zQpUXcP,0.151983252,0.095084351
lGotQwXSuG,-0.141541847,-0.013260198
PEokt1xBBh,-0.014827779,-0.016776955
CMTkEbtVNd,0.0560963,-0.112297023
Yu3vg7EemE,0.009333705,0.016463759
m3DVnAYc2X,0.054100173,-0.038865538
jQ4dPavJxA,0.094289415,0.044864373
HDkzv1Wss6,-0.000677824,0.016835749
kT2CoAreHH,0.130724542,-0.006854962
Xpuef3k69o,0.002893625,-0.030728048
3dhTo3iox3,-0.111970456,-0.02365367
2dOa6ahXp7,0.0009524,0.086408314
sxfQqiV2CQ,-0.022493037,-0.022716454
tVJ95C0Cqm,-0.041753579,-0.053589433
zgBNgXFLHS,0.134228662,0.026886044
yW1ITPdyKb,-0.216548352,-0.057546809
f1jsmIrNYQ,-0.074474707,-0.203187168
us8UTYPJfa,-0.115476026,0.080042492
FDP8rocvke,0.094468261,0.01531999
L5gxXMldRN,-0.053690525,-0.019746753
IYu7e07GC3,0.314104475,0.027279903
tWF1P9fZhc,-0.027494389,-0.050888281
JQOlMmZVwj,0.00663292,0.022294594
KQLEhWcM0P,0.065867746,-0.003654529
qYU6lOyLaf,0.033582769,-0.163901247
DiQq9iAFtj,0.057498584,-0.136286731
BdIQ04UqMF,-0.005618656,-0.061206254
BvQMtgYFzd,0.076946812,0.111719438
A2deOdSB0N,0.121770912,0.001502393
0z0P7FP1uD,-0.153454477,0.021952441
AabpeMt9Zz,-0.259447995,0.076069607
TBbGrwOV2R,0.074115468,0.071092331
bdTlDRyMOF,-0.117328867,0.027835931
hg80TpBkUu,-0.143073405,-0.031453284
hUEoaaCDFW,-0.082524856,0.132582248
JEXuqLcK0y,0.133694651,-0.160105898
3pSNgbhOpo,0.105476213,-0.006313925
zBaBsMs4lU,-0.055414439,-0.106920298
sGsacZFUqz,-0.299567987,-0.100310942
GdnJCGRJ2B,0.044600283,-0.075795362
TH6xfnfrN3,0.097414571,0.113132161
GhKLRAnPHf,-0.179641876,-0.027726965
hdAF9a5Rao,-0.127178259,-0.059159529
VyEu72l5nM,-0.129863148,0.032948828
2tz0nZ0gR2,0.000808045,-0.027923786
8HkR6q73xM,0.141893197,-0.017899854
97GM4e6VeX,0.147604716,-0.09616515
5FQi6TIL2l,0.049900299,-0.091789252
ws0sMn1RiR,-0.136060813,-0.02365367
jB8fPev87r,-0.002249279,0.067576742
I8PTu0ih2q,-0.013720769,0.005902549
N7Jv3yYsqg,-0.008297427,-0.04195654
WfWD9jNGIs,0.149064258,0.009424783
ndOKzFFBIB,-0.215521549,0.117472668
ndtL8sxjKC,0.018551598,-0.044035637
OPMtWS1QXz,-0.179787381,-0.067782324
TXRKzaqrz7,-0.192197276,0.16305949
g82sxTRjRP,-0.002744873,-0.027694421
xrqadEf2S2,0.001341666,0.031310746
Y3M4RV7OkL,0.006215792,-0.061095574
yrrCCRexb3,0.071770877,0.027664327
vvVSnzYNaj,0.028862505,-0.012355979
qoNQVW091J,-0.108506051,0.022009868
Apv2JDQzX5,-0.021136692,0.009787965
e5Hd86qyM0,-0.027448244,-0.023317246
h6ADQTjBiT,-0.178791925,-0.041925167
K8rTpRcDja,-0.232088471,0.02992112
eUVtphf02J,-0.067450353,0.020499897
7i4jlo6927,-0.135958467,-0.055657989
f7EaszADau,-0.014154683,0.010563697
vPMZMk4Lth,-0.122390854,0.057954762
xe2mBGmoW9,-0.081147004,0.037861473
aLm5thEwUK,0.240562195,-0.018401583
5VMEA5KngW,-0.073365584,-0.051870924
Z0SIlJDRBx,-0.196270801,0.028528912
LODSngK3n6,0.006781884,0.044041771
Mty02wjICd,-0.061749353,0.030388054
KFvhrWm7Lr,0.086631051,-0.112978378
JGTNFRlSqV,-0.005208614,0.235048276
jmQeOgx7N0,0.170086587,0.103297288
4sst3oDXND,0.051439118,-0.081829974
1JDUxeLL6O,0.081351077,-0.233990379
gtweACyC5v,0.081296652,-0.107092885
b3QoPAkmN7,0.478516526,-0.074084867
lt3yHEx5OT,0.038380429,-0.054299873
MWq8ObcBP1,-0.012696028,-0.042515016
FlULIp4ikc,-0.001507973,-0.033074415
2kW3iohhki,0.03573903,0.027504579
rZYOQQ6sMI,-0.132533579,0.043100212
2xXwpmjfrX,0.035206111,-0.011397515
Mp4Ml8iCWd,-0.055740639,0.128848787
UjVcrNhWEa,-0.038359916,-0.054402546
iTXA6cf0PF,-0.138985586,-0.101851293
HFxRsAer9o,0.123869149,-0.082960014
gTGrCfD5F7,-0.001828894,0.063360487
fZLv1ieDYK,-0.024255411,0.216017884
uNzYE4Mhzg,-0.00410458,-0.200611045
QFoyIWJvvr,-0.091003058,0.030491294
G7BH1RZ1hY,-0.0169105,0.146461198
xz2xbtw7ys,-0.04946565,-0.020216604
PBXEynOIPP,0.018470622,0.030489208
K2aAJgMQwi,-0.06619553,-0.07262026
TOLlglowqS,-0.012086062,-0.035912801
1y2NCZQDEA,0.068983575,-0.246915226
3kbDS1ewh9,0.001766618,-0.018161622
lTmwrcJ8lZ,-0.020649055,0.007340992
aFz0pVJqQl,0.036258775,-0.075437334
szXkrAIGk7,0.119236466,-0.000291603
r7TBW41dDM,-0.047632092,0.055816902
4zdfLSdUiL,0.123998969,-0.129752115
ao3zxAw4NL,0.002484957,0.17990483
m6cXSTJkvO,0.03514303,-0.014571941
Jd9AUFEQAS,-0.09116119,0.127015679
1VOxCdNlWD,-0.174266798,-0.038018666
BZthLzyySC,0.116298608,-0.01486126
f1msyZ5xnS,-0.022941764,-0.034646287
oUPxI4EKLO,0.07569987,-0.238436782
ymHhqFljxq,-0.094781746,-0.004509813
lDN8B34CKS,-0.099385434,0.196997944
afe3MNMBqQ,-0.016967622,0.010265549
K4tcwvB79A,-0.038510616,0.008707707
oF9mPJe2lQ,0.006056123,-0.033664167
QQ4TsAXKXd,0.197136233,-0.056063895
EN4uxz2kUh,-0.216375542,0.010627961
4nCcmQFoRq,-0.048863292,-0.053749274
Lc3X5ykBrv,0.049366302,-0.087556236
oe1nzAEqci,0.001933587,0.043426338
VGeh7sVp9m,-0.096891162,-0.144837443
P0QIe48c9m,-0.02449032,0.007452111
jdOQrXW4rM,-0.060390795,-0.090153698
eDGMpt1hA6,-0.060390795,-0.090153698
cuPcz6oI0E,0.119263412,0.036468783
cqXbwaUW7Z,0.087624565,-0.058106874
4R2pwDhu0d,0.012270036,-0.022578552
NHplhi4pNc,0.048766429,-0.032911736
Kq5EwSZEIN,0.087104735,-0.010851541
Z4jd64EJ5T,-0.000903351,0.043511945
5bixcDehJT,0.323661213,-0.02494527
qcCUphoCqk,0.143079578,0.022553203
2cgbXIsnKi,-0.170609375,-0.019522721
8Bxi5PR3Kp,0.084502093,-0.060706737
gU53ZReZpv,-0.136060813,-0.02365367
VjjY3nRj7H,0.013706263,-0.056667008
BQEk0oMCsn,-0.000734134,0.039492149
K8Jmm31c7l,-0.004502239,0.115496432
0nnWU9BFhA,-0.008335179,-0.128762139
mqopUS0L8v,-0.061922366,0.033685427
EAP66h7cNu,0.000970358,-0.005744219
pRb4G6n0RG,-0.015108534,0.09747056
WhgGOVtfoX,-0.001217194,-0.008722699
nadI4REhfO,0.114850884,-0.100454435
5CqBK7PhPL,-0.055279326,0.002865112
N6r7wGJqGI,-0.057141778,0.133791173
19hUq1YrU7,-0.033425057,-0.017596295
BjnRd7Lp5u,-0.077785299,-0.001750003
RBIbpuQLqo,0.229065735,0.243655032
VKKupiaU2q,0.003498527,0.008744269
pElDnrKX68,0.229065735,0.207071623
nGBzvYLczV,0.21694677,0.086228062
5CKC9SHdGU,-0.099328444,-0.106621446
xp4DtbLipE,-0.005364596,-0.033937417
NCRf9s5gkV,-0.008185604,-0.058177287
fRb2xszMyB,-0.001123603,-0.028489833
nEksuDyb5A,-0.087961468,0.169501498
gR1juygTGs,0.010034736,-0.017596295
FHcgmIRIch,0.341563916,0.097834698
xcftOG8Qkc,-0.137645352,-0.065956501
Kg2V7U14RG,-0.070861954,-0.050440564
8BVl35Fdlz,0.004345888,-0.001284038
lG3UxdDYGB,-0.089113321,-0.064461074
Q7B4wAluq0,0.202945489,-0.028323231
YZwt0NfUXp,-0.023593762,-0.04640099
JgefRvq0b9,-0.012149569,-0.055676343
y9IkAuihPo,-0.092743305,-0.029198601
kMOBozP5d6,0.014737503,-0.118813506
r8r45xAR3r,-0.116044007,-0.074062472
4MVFEFoS4o,-0.040553422,-0.033279849
uRouXDoJmm,-0.03685808,0.070860615
MunvZjKDJu,-0.126031253,-0.034227683
cvlTVM2g6p,-0.003114712,-0.143662848
ZOfJLJr0k6,-0.002060932,0.013915846
UKLjsX71v4,-0.124261968,0.165878732
QKMfx5cjFv,-0.04605718,0.023707549
itgNQBmfqZ,0.24824013,0.030599965
xWxlGoj0nq,-0.049572562,0.039889785
KgPXTdKrEs,-0.022252466,-0.049099544
9O6dy8ozkP,-0.134001407,-0.076400459
s1FBs37qFr,-0.134001407,-0.112983868
6gP67K2RHM,-0.144482808,-0.047297953
UGB95SLJSw,0.000857603,0.015020772
fyQjSQprVK,0.038391943,-0.103889088
AtiAJmhYY8,0.090704737,-0.095772776
gmBtXkvEfX,-0.052955076,-0.046407899
KI1wQRnrGC,-0.065399957,0.179276023
VmLZnnEkJL,0.070769723,-0.069231875
kTyCL0Uvwm,-0.014514025,-0.129504691
GHQVzqASIG,0.30961615,0.049907307
q44Szvsel9,-0.016787819,0.008087576
7QwAnHVAN4,-0.17108769,0.263727057
cd8JI3Jr2n,-0.018968438,-0.087209411
SBSepBoYkf,0.02901735,0.086219508
vYO9jhVrH1,0.075430919,-0.205179442
Ihl77bWQad,-0.003625207,0.019796103
rjhnZwK1VR,-0.046196926,-0.081252128
3G5C6fSlH5,0.010621539,0.007314749
2dHpSyVe9m,-0.06698419,0.035401827
rCoXmSz543,0.111816201,-0.007173301
LZLzS80qv8,-0.123246536,-0.103333445
aJSLohdKbr,0.043834776,0.004512735
dhn61gOz5Z,-0.065399957,0.195488864
az9zRygqJQ,-0.065399957,0.203967308
uuSNDtEzL6,-0.065399957,0.195488864
iKngdD6EbE,0.077159511,-0.196654305
TQBumhE7OE,-0.067345592,0.014312537
Gg7oUlDX1Y,0.040986022,-0.196856917
GkgbJShKK7,-0.139554693,-0.138750731
pEmJrWZ8Bs,-0.021661975,0.00625442
i1bZL6JhP2,0.060095527,0.012304149
lV9aeRd14o,0.002090256,0.011927841
oR8itIcKqG,-0.074743658,-0.080075722
k1MD35X5N2,-0.020551504,-0.010778048
zoOg6D0fJ9,0.06713941,-0.249869632
YlhAi7EDI4,0.108617683,0.028893613
g78pSlFYXu,-0.009383097,-0.054226506
MRTWsG85g4,0.161970724,0.030190841
3xef52WK2u,-0.106232152,-0.035319929
AFLLZjWimG,-0.079007918,0.00126348
NsK9Gei6bx,-0.177853977,-0.027290942
2sbJI7W0Oc,0.031425763,-0.104486319
4BbN74rHbY,-0.362133987,-0.074382596
BQYlaR7uMn,0.012487924,-0.03539953
ApzD0kb52L,-0.045503826,0.057997622
LxWsojRmo9,0.149625993,0.023557305
zoCXQSP4u6,-0.026772452,-0.021753037
5CwhQ4jmLR,0.209232535,-0.026091627
InGP4hMY7D,-0.022941764,-0.02612115
OUf0DF3GLF,-0.105629528,0.193202079
Z0ayFtForA,-0.189850061,-0.012463448
v1ZLRIbR1m,-0.105629528,0.193202079
PYIqW5Rxr7,-0.022932683,-0.052683881
SqmAuhY6Yf,0.07569987,-0.196654305
uZR5KndkaV,-0.012963972,0.017206465
EnsLH2kYxe,0.201704599,-0.060821414
0cGzPJvACW,0.001545511,-0.039088311
OX7PSPi80b,-0.15229501,-0.004905785
H95zvAelz6,0.013516018,-0.017101938
hhFIESlcFX,-0.139914796,-0.007017922
l6vZUYmJwx,0.016096593,0.009305201
27DiV7GT94,0.015760311,0.039686894
Ku8fdKjcLF,0.074750888,-0.021277191
X46ibDJYHh,-0.041927027,-0.173078972
0aEo6VbfqZ,-0.005402617,-0.041118173
FK2JoCSjff,-0.318242111,-0.14631288
29WSbmtiRs,-0.067767167,0.061877991
GQlDxzZC1I,-0.101019816,0.033796782
oPsYzBRAJg,0.068983575,-0.170649087
ZFHhIicegR,-0.009102307,-0.132285214
bd3sLY5Big,-0.213779223,-0.095986184
XqVqH9lxqN,0.059583789,0.149115572
yk0epSStYY,0.048122256,0.028922816
BTk08WDFeN,0.001821011,-0.003620214
ndJ9fwOUAn,0.135896555,-0.10114479
8MVTKrcvQA,0.013581777,-0.001658593
USdI7EOlwu,-0.042573025,-0.079060819
fq6kC4qdTo,-0.122008741,-0.029716381
v24QQzdCCg,-0.056771137,-0.179835985
SRVkdAqg67,-0.199019644,-0.007077936
7ZgsxDRnBM,-0.0169105,0.146461198
a7Mx7OMgjF,-0.0169105,0.146461198
Nz5ox6lSmu,-0.021164157,0.166384462
v9QflZRZI4,-0.038455669,0.050601246
91oLh87skx,0.000746751,-0.016450709
LUsDVKGWsl,0.025556594,0.089291377
NTIHHCUdYA,0.003504093,0.011416025
Piw9UIiE28,0.009142142,-0.18676426
fI7OOL0ay2,-0.032981454,-0.184774302
0PVJKvdsQP,-0.027466699,-0.07261458
iFvuYlua59,0.010313131,-0.03657283
d9dQ7lMKj8,-0.006580205,-0.030634065
38Eszwd9dl,-3.68584E-05,0.041095119
cGH2TCjPbJ,0.176311011,-0.004928396
Qf8rFzP64q,-0.018403438,0.01685924
ZnvaGGqv4u,0.001739135,0.041095119
ilEopfwt9q,0.078639484,-0.142078419
ISVKPQVd5X,-0.032032183,-0.207305261
H8vrOo9n9o,0.153388857,-0.087608462
eJAEY0jWtn,0.042113264,-0.032565454
Uiy5Ureudr,-0.020732308,-0.049109651
3FxhNxl3LC,-0.009739496,-0.044569991
HclNjwftZW,0.113428851,0.124021033
uWQ5shdVhp,-0.132470194,-0.074171775
Gn3mcs70DE,0.107390019,0.184790308
CDPqfJOPeT,0.024117966,-0.065009366
AhVe9cVyfK,-0.057311887,-0.011494643
t9i6Dv9RLj,0.032456942,0.040602052
HPZS97gimW,0.018679503,0.080152045
5RGzgIDcLD,-0.012122804,-0.038357283
zenveDHd6Z,-0.055777836,0.096916919
Xtb5TO6vD8,-0.109465757,-0.111659021
nQ7MGkHQLd,-0.000616744,-0.118399796
k4iHGl1pbz,0.011000057,-0.229674892
r3PvmtgdWw,-0.021136692,-0.016786285
GmN3A7rJA2,-0.080272025,-0.172530297
FCt2Rc6b6V,-0.045240519,-0.02442867
2shhlRj39M,-0.066510556,-0.119815726
heiv05xb5w,-0.003362851,-0.085397595
1avcTp78YH,-0.020333077,0.024436635
ZsWqXcpVbR,-0.116851687,0.006277773
KEmG1qIw3i,0.044180712,0.06184878
